State,Denominator,Prevalence,Lower CI,Upper CI,Year,Source,Source_Full1,State_Full1,State_Full2,Numerator_ASD,Numerator_NonASD,Proportion,95_Z_CI,Z_Lower CI,Z_Upper CI,Z_Lower CI_ABSerror,Z_Upper CI_ABSerror,Chi_Wilson_P,95_Chi_Wilson_CI,Chi_Wilson_Lower CI,Chi_Wilson_Upper CI,Chi_Wilson_Lower CI_ABSerror,Chi_Wilson_Upper CI_ABSerror,Chi_Wilson_Corrected_w_minus CI,Chi_Wilson_Corrected_w_plus CI,Chi_Wilson_Corrected_Lower CI,Chi_Wilson_Corrected_Upper CI,Chi_Wilson_Corrected_Lower CI_ABSerror,Chi_Wilson_Corrected_Upper CI_ABSerror,Male Prevalence,Male Lower CI,Male Upper CI,Female Prevalence,Female Lower CI,Female Upper CI,Non-hispanic white Prevalence,Non-hispanic white Lower CI,Non-hispanic white Upper CI,Non-hispanic black Prevalence,Non-hispanic black Lower CI,Non-hispanic black Upper CI,Hispanic Prevalence,Hispanic Lower CI,Hispanic Upper CI,Asian or Pacific Islander Prevalence,Asian or Pacific Islander Lower CI,Asian or Pacific Islander Upper CI
AL,21833,5.7,4.8,6.8,2010,addm,Autism & Developmental Disabilities Monitoring Network,Alabama,AL-Alabama,124,21709,0.005679476,0.000996802,4.682674436,6.67627761,0.117325564,0.12372239,0.005766435,0.0010005,4.765934994,6.766935238,0.034065006,0.033064762,0.00474503,0.00679182,4.745030053,6.791820416,0.054969947,0.008179584,8.8,7.3,10.8,2.4,1.7,3.6,6.2,5,7.8,5.3,3.8,7.4,1.2,0.3,4.8,3,0.4,21.3
AZ,33768,15.7,14.4,17.1,2010,addm,Autism & Developmental Disabilities Monitoring Network,Arizona,AZ-Arizona,530,33238,0.015695333,0.001325701,14.36963224,17.02103348,0.030367759,0.078966522,0.015750421,0.001326769,14.42365189,17.07719062,0.023651885,0.022809382,0.014409462,0.01709261,14.40946153,17.09261042,0.009461527,0.007389577,25.1,22.9,27.6,6,4.9,7.3,18.8,16.8,21.1,16.3,11.6,23.1,10.6,9,12.5,19.4,12.7,29.8
AR,38956,15.5,14.3,16.8,2010,addm,Autism & Developmental Disabilities Monitoring Network,Arkansas,AR-Arkansas,604,38352,0.015504672,0.001226871,14.27780056,16.73154331,0.022199435,0.06845669,0.015552443,0.001227741,14.32470277,16.78018404,0.024702773,0.01981596,0.014312369,0.016793517,14.31236851,16.79351702,0.012368514,0.006482979,24.9,22.8,27.2,5.8,4.9,7,17.6,16.1,19.3,11,8.9,13.7,9.1,6.6,12.5,11.5,5.8,23.1
CO,38806,9.9,9,10.9,2010,addm,Autism & Developmental Disabilities Monitoring Network,Colorado,CO-Colorado,384,38422,0.009895377,0.000984817,8.910560386,10.88019362,0.089439614,0.019806379,0.009943888,0.000985962,8.957926299,10.92985035,0.042073701,0.029850353,0.008945677,0.010943367,8.945677066,10.94336736,0.054322934,0.043367357,15.3,13.6,17.1,4.2,3.4,5.3,11.3,10,12.9,9.2,6,13.9,6.1,4.9,7.7,7.4,4.4,12.5
GA,48529,15.5,14.5,16.7,2010,addm,Autism & Developmental Disabilities Monitoring Network,Georgia,GA-Georgia,752,47777,0.015495889,0.001098916,14.39697321,16.5948049,0.103026791,0.105195097,0.015534238,0.001099541,14.43469707,16.63377972,0.065302926,0.066220276,0.014424754,0.016644441,14.42475415,16.64444128,0.075245846,0.055558717,25.4,23.5,27.5,5.5,4.6,6.5,18.2,16.2,20.4,14,12.5,15.7,10.7,8.7,13.1,12.3,9,16.9
MD,27605,16.6,15.2,18.2,2010,addm,Autism & Developmental Disabilities Monitoring Network,Maryland,MD-Maryland,458,27147,0.016591197,0.001506816,15.08438159,18.0980129,0.11561841,0.101987096,0.016658458,0.001508211,15.15024676,18.1666695,0.049753242,0.033330502,0.015132944,0.018185587,15.1329445,18.18558706,0.067055503,0.014412944,27,24.4,29.9,5.6,4.5,7.1,16.8,15,18.8,15.5,12.7,18.9,9.8,6.2,15.5,11.9,7.8,18.3
MO,25367,14.2,12.8,15.7,2010,addm,Autism & Developmental Disabilities Monitoring Network,Missouri,MO-Missouri,360,25007,0.014191666,0.001455548,12.73611853,15.64721415,0.063881472,0.052785852,0.014265224,0.001457295,12.80792851,15.72251893,0.007928511,0.022518932,0.012789216,0.015743221,12.78921596,15.74322099,0.010784042,0.043220985,23.1,20.6,25.9,5,3.9,6.3,13.7,12.1,15.6,8.4,6.4,11,12.3,7,21.7,8.5,4,17.8
NJ,31723,21.9,20.4,23.6,2010,addm,Autism & Developmental Disabilities Monitoring Network,New Jersey,NJ-New Jersey,695,31028,0.021908395,0.001610853,20.29754118,23.5192479,0.102458822,0.080752098,0.021966281,0.001611796,20.3544858,23.57807713,0.045514203,0.021922871,0.020339292,0.023594403,20.33929238,23.59440254,0.060707624,0.005597457,36,33.1,39,7.5,6.2,9,22.7,20.3,25.3,17.9,15,21.2,21.4,18.5,24.6,21,15.1,29.2
NC,37783,17.3,16.1,18.7,2010,addm,Autism & Developmental Disabilities Monitoring Network,North Carolina,NC-North Carolina,654,37129,0.017309372,0.00131507,15.99430175,18.62444213,0.105698252,0.075557868,0.017358443,0.001315919,16.04252429,18.67436149,0.057475708,0.025638514,0.016029786,0.018688087,16.0297857,18.68808694,0.070214299,0.011913065,28.7,26.4,31.2,5.6,4.6,6.8,18.9,17.1,20.9,15.7,13.4,18.4,9.7,7.5,12.6,18.7,13.2,26.4
UT,23756,18.6,17,20.4,2010,addm,Autism & Developmental Disabilities Monitoring Network,Utah,UT-Utah,442,23314,0.018605826,0.001718334,16.88749165,20.32416015,0.112508354,0.075839852,0.018683657,0.001719957,16.96369981,20.40361429,0.036300187,0.00361429,0.016943608,0.02042561,16.94360846,20.42561019,0.056391539,0.025610192,29.2,26.3,32.4,7.4,6,9.1,19.1,17.1,21.3,9,3.7,21.6,16.6,13.3,20.7,5,2.1,12
WI,35623,9.3,8.3,10.3,2010,addm,Autism & Developmental Disabilities Monitoring Network,Wisconsin,WI-Wisconsin,331,35292,0.00929175,0.000996333,8.295416777,10.28808265,0.004583223,0.011917352,0.00934466,0.000997683,8.346977035,10.34234348,0.046977035,0.042343476,0.008333687,0.010357122,8.333687251,10.35712184,0.033687251,0.05712184,15.3,13.6,17.2,3.1,2.4,4,10.5,9.2,11.9,4.6,3.2,6.6,5.6,4,7.9,5.8,2.9,11.6
AZ,32615,15.1,13.9,16.5,2012,addm,Autism & Developmental Disabilities Monitoring Network,Arizona,AZ-Arizona,492,32123,0.015085084,0.001322856,13.76222741,16.40793969,0.137772588,0.092060311,0.015142191,0.00132401,13.81818066,16.46620146,0.081819345,0.033798542,0.013803513,0.016482191,13.80351342,16.482191,0.096486578,0.017808999,24.2,22,26.7,5.7,4.7,7,16.9,15,19.1,19.4,14,26.9,11.3,9.6,13.3,13.3,8.3,21.4
AR,14153,8.8,7.4,10.5,2012,addm,Autism & Developmental Disabilities Monitoring Network,Arkansas,AR-Arkansas,125,14028,0.00883205,0.001541446,7.290604093,10.37349539,0.109395907,0.126504609,0.008965328,0.001546988,7.41833977,10.51231655,0.01833977,0.012316553,0.007386067,0.010550675,7.386067087,10.55067489,0.013932913,0.050674891,14.1,11.6,17.1,3.4,2.3,5.1,8.9,7.2,11.1,8,5.6,11.5,No data,No data,No data,No data,No data,No data
CO,40538,10.8,9.8,11.8,2012,addm,Autism & Developmental Disabilities Monitoring Network,Colorado,CO-Colorado,438,40100,0.010804677,0.001006384,9.798292788,11.8110614,0.001707212,0.011061398,0.01085103,0.001007404,9.843626209,11.85843337,0.043626209,0.058433371,0.009831861,0.011871334,9.831860902,11.87133361,0.031860902,0.071333605,17.1,15.4,19,4.2,3.4,5.2,12.2,10.9,13.8,10.5,7.2,15.1,6.5,5.2,8,8.4,5.2,13.5
GA,49720,15.5,14.5,16.6,2012,addm,Autism & Developmental Disabilities Monitoring Network,Georgia,GA-Georgia,771,48949,0.015506838,0.001086052,14.42078656,16.59289003,0.079213436,0.007109975,0.015544268,0.001086655,14.45761363,16.63092285,0.042386372,0.030922846,0.014447905,0.016641325,14.44790451,16.64132469,0.052095487,0.041324689,25.6,23.7,27.6,5.2,4.3,6.1,18.3,16.3,20.5,13.7,12.2,15.4,9,7.2,11.2,13.7,10.3,18.1
MD,9577,18.2,15.7,21,2012,addm,Autism & Developmental Disabilities Monitoring Network,Maryland,MD-Maryland,174,9403,0.018168529,0.002674926,15.4936032,20.84345434,0.206396802,0.156545664,0.01836172,0.002681358,15.68036211,21.04307814,0.01963789,0.043078137,0.015631938,0.021099023,15.63193757,21.09902288,0.068062431,0.099022882,29.4,25,34.6,6.2,4.3,9,18.5,15.1,22.7,18.6,14.4,24,12.2,6.1,24.4,10.1,4.8,21.1
MO,25870,11.6,10.4,13,2012,addm,Autism & Developmental Disabilities Monitoring Network,Missouri,MO-Missouri,300,25570,0.011596444,0.001304606,10.29183755,12.90104996,0.108162446,0.098950039,0.011668956,0.001306523,10.36243331,12.97547961,0.037566692,0.02452039,0.010344182,0.012995876,10.34418175,12.99587621,0.055818246,0.004123792,18.9,16.7,21.4,3.8,2.8,5,12,10.5,13.8,9,7,11.7,8.1,4.2,15.6,No data,No data,No data
NJ,32581,24.6,23,26.4,2012,addm,Autism & Developmental Disabilities Monitoring Network,New Jersey,NJ-New Jersey,801,31780,0.024584881,0.001681492,22.90338924,26.26637228,0.096610758,0.133627724,0.024640928,0.001682326,22.95860164,26.32325418,0.041398358,0.076745818,0.022943768,0.02633911,22.94376838,26.33910986,0.056231622,0.060890137,39.1,36.2,42.2,9.3,7.9,10.9,26.6,24,29.5,23.7,20.3,27.5,17.6,15.1,20.4,21.9,16,30
NC,38913,16.8,15.6,18.1,2012,addm,Autism & Developmental Disabilities Monitoring Network,North Carolina,NC-North Carolina,654,38259,0.016806723,0.001277208,15.52951448,18.0839309,0.07048552,0.016069102,0.016854418,0.001278035,15.57638294,18.13245389,0.023617057,0.03245389,0.015564015,0.018145781,15.56401461,18.14578118,0.03598539,0.04578118,27.5,25.3,29.9,6,5,7.2,18.9,17.1,20.8,15.5,13.2,18.2,9.1,7,11.7,18.4,13.2,25.6
SC,24356,12.4,11.1,13.9,2012,addm,Autism & Developmental Disabilities Monitoring Network,South Carolina,SC-South Carolina,302,24054,0.012399409,0.001389749,11.0096601,13.78915744,0.090339902,0.110842558,0.012476302,0.001391765,11.0845368,13.86806644,0.015463199,0.031933565,0.011065146,0.013889726,11.06514571,13.88972554,0.034854291,0.010274458,19.9,17.6,22.5,4.6,3.5,6,12.7,10.8,14.8,10.6,8.7,12.9,6.6,3.8,11.4,No data,No data,No data
UT,24945,17.3,15.7,19,2012,addm,Autism & Developmental Disabilities Monitoring Network,Utah,UT-Utah,432,24513,0.0173181,0.001618874,15.69922624,18.9369734,0.000773757,0.063026603,0.01739242,0.001620454,15.77196587,19.01287415,0.071965869,0.012874151,0.015752844,0.019033834,15.7528443,19.03383404,0.052844295,0.033834039,27.7,24.9,30.7,6.4,5.1,8,17.7,15.8,19.7,12.3,5.9,25.8,13.2,10.3,16.9,5.2,2.3,11.6
WI,35556,10.8,9.8,11.9,2012,addm,Autism & Developmental Disabilities Monitoring Network,Wisconsin,WI-Wisconsin,384,35172,0.010799865,0.001074343,9.725522173,11.87420783,0.074477827,0.02579217,0.010852712,0.001075584,9.777128446,11.92829619,0.022871554,0.028296189,0.009763759,0.011943048,9.763758731,11.94304762,0.036241269,0.043047621,17.2,15.4,19.2,4.1,3.2,5.2,12,10.6,13.5,5.8,4.2,8,7.4,5.5,10,3.6,1.5,8.6
AZ,24952,14,12.6,15.5,2014,addm,Autism & Developmental Disabilities Monitoring Network,Arizona,AZ-Arizona,349,24603,0.013986855,0.001457125,12.52972981,15.44397971,0.070270191,0.056020287,0.014061667,0.001458932,12.60273469,15.52059908,0.002734688,0.02059908,0.012583727,0.015541661,12.58372707,15.54166148,0.01627293,0.041661475,21.1,18.7,23.8,6.6,5.3,8.2,16.2,14.1,18.6,19.5,13.3,28.6,10.3,8.5,12.5,10.3,5.5,19.1
AR,39992,13.1,12,14.2,2014,addm,Autism & Developmental Disabilities Monitoring Network,Arkansas,AR-Arkansas,524,39468,0.013102621,0.001114491,11.98812941,14.21711163,0.011870586,0.017111634,0.013149385,0.001115418,12.03396695,14.26480363,0.033966949,0.064803635,0.01202199,0.014277829,12.02198991,14.27782893,0.021989906,0.077828931,20.5,18.6,22.5,5.4,4.5,6.5,13.9,12.6,15.5,10.4,8.3,12.9,8.4,6.2,11.3,14.2,8.1,25.1
CO,41128,13.9,12.8,15.1,2014,addm,Autism & Developmental Disabilities Monitoring Network,Colorado,CO-Colorado,572,40556,0.0139078,0.001131794,12.77600633,15.03959375,0.023993672,0.06040625,0.013953198,0.001132651,12.82054701,15.08584906,0.020547008,0.014150938,0.012808878,0.015098492,12.80887831,15.09849221,0.008878315,0.001507789,21.8,19.9,23.9,5.5,4.6,6.7,15,13.5,16.7,11.4,8,16.2,10.6,9,12.5,7.9,4.8,12.9
GA,51161,17,15.9,18.1,2014,addm,Autism & Developmental Disabilities Monitoring Network,Georgia,GA-Georgia,870,50291,0.017005141,0.001120326,15.88481489,18.12546638,0.01518511,0.025466379,0.017041404,0.00112087,15.92053346,18.16227436,0.020533463,0.062274362,0.015911077,0.018172363,15.91107734,18.17236281,0.011077337,0.072362812,27.9,25.9,30,5.7,4.8,6.7,17.9,16,20.2,17.1,15.4,18.9,12.6,10.6,15,11.9,8.9,16.1
MD,9955,20,17.4,22.9,2014,addm,Autism & Developmental Disabilities Monitoring Network,Maryland,MD-Maryland,199,9756,0.019989955,0.002749468,17.24048706,22.73942254,0.159512944,0.160577463,0.020175111,0.002755166,17.41994477,22.93027674,0.019944769,0.030276739,0.017373114,0.022983855,17.37311442,22.98385519,0.026885582,0.083855189,32.7,28.1,38.2,7.2,5.2,10,19.5,16,23.8,16.5,12.7,21.4,15.7,9.1,27,13.9,7.5,25.8
MN,9767,24,21.1,27.2,2014,addm,Autism & Developmental Disabilities Monitoring Network,Minnesota,MN-Minnesota,234,9533,0.023958227,0.003032697,20.92552959,26.99092377,0.174470409,0.209076227,0.024145385,0.003037872,21.10751345,27.18325668,0.007513447,0.016743321,0.021059495,0.02723758,21.05949525,27.23758021,0.040504746,0.037580206,39,33.8,44.9,8.5,6.3,11.6,24.3,19.8,29.8,27.2,21.7,34.2,20.9,14.7,29.7,17.8,12.3,25.7
MO,25333,14.1,12.7,15.6,2014,addm,Autism & Developmental Disabilities Monitoring Network,Missouri,MO-Missouri,357,24976,0.014092291,0.001451489,12.64080183,15.54377955,0.059198173,0.056220451,0.014165962,0.001453247,12.71271447,15.61920922,0.012714474,0.019209219,0.012693981,0.015639943,12.69398113,15.63994337,0.006018867,0.039943368,22.2,19.8,25,5.6,4.4,7,14.1,12.4,16,10.8,8.6,13.6,4.9,2.2,10.9,10.7,5.8,20
NJ,32935,29.3,27.5,31.1,2014,addm,Autism & Developmental Disabilities Monitoring Network,New Jersey,NJ-New Jersey,965,31970,0.029300137,0.001821363,27.47877341,31.12149986,0.021226595,0.02149986,0.029355032,0.001822084,27.5329474,31.17711565,0.032947396,0.077115653,0.027518225,0.031192753,27.51822514,31.19275256,0.018225139,0.092752561,45.5,42.4,48.9,12.3,10.7,14.1,30.2,27.4,33.3,26.8,23.3,30.9,29.3,26.2,32.9,19.2,13.9,26.6
NC,30283,17.4,16,18.9,2014,addm,Autism & Developmental Disabilities Monitoring Network,North Carolina,NC-North Carolina,527,29756,0.017402503,0.001472795,15.92970796,18.87529815,0.070292039,0.024701852,0.017463714,0.001473973,15.98974054,18.93768695,0.010259464,0.03768695,0.015973917,0.018954881,15.97391746,18.95488117,0.026082539,0.054881171,28,25.5,30.8,6.5,5.3,7.9,18.6,16.5,20.9,16.1,13.5,19.2,11.9,9.3,15.2,19.1,13.7,26.8
TN,24940,15.5,14.1,17.1,2014,addm,Autism & Developmental Disabilities Monitoring Network,Tennessee,TN-Tennessee,387,24553,0.015517241,0.00153395,13.98329146,17.0511913,0.116708543,0.048808699,0.015591854,0.001535645,14.05620834,17.12749928,0.043791662,0.027499276,0.014037138,0.017148518,14.03713757,17.1485179,0.062862432,0.048517903,25.3,22.6,28.2,5.4,4.2,6.9,16.1,14.3,18.2,12.5,9.7,16,10.5,7.6,14.7,12.5,6.7,23.3
WI,35037,14.1,12.9,15.4,2014,addm,Autism & Developmental Disabilities Monitoring Network,Wisconsin,WI-Wisconsin,494,34543,0.014099381,0.001234529,12.86485187,15.33390944,0.035148134,0.066090556,0.014152649,0.00123561,12.91703911,15.38825886,0.017039112,0.011741136,0.012903385,0.015403143,12.90338536,15.40314292,0.003385363,0.003142919,21.4,19.4,23.7,6.4,5.3,7.7,15.2,13.6,17,11.3,8.9,14.2,12.5,10,15.6,10.2,6.1,16.9
MA,1756,7.9,4.5,14,2004,nsch,National Survey of Children’s Health,Massachusetts,MA-Massachusetts,14,1742,0.007972665,0.004159579,3.813085766,12.13224453,0.686914234,1.86775547,0.009046684,0.004291602,4.755081744,13.33828608,0.255081744,0.661713923,0.004542688,0.013692906,4.542688303,13.69290604,0.042688303,0.307093963,,,,,,,,,,,,,,,,,,
NV,1705,7.2,4.2,12.3,2004,nsch,National Survey of Children’s Health,Nevada,NV-Nevada,12,1693,0.007038123,0.003968082,3.070041351,11.00620498,1.129958649,1.293795017,0.008146297,0.00411562,4.030676916,12.26191634,0.169323084,0.038083664,0.003817658,0.012632534,3.817658275,12.63253375,0.382341725,0.332533748,,,,,,,,,,,,,,,,,,
OR,1648,10.1,6,17.1,2004,nsch,National Survey of Children’s Health,Oregon,OR-Oregon,17,1631,0.010315534,0.004878246,5.43728771,15.19378025,0.56271229,1.906219749,0.011454325,0.005003878,6.450447773,16.45820282,0.450447773,0.641797177,0.006217145,0.016829294,6.21714504,16.82929379,0.21714504,0.27070621,,,,,,,,,,,,,,,,,,
PA,1869,8.1,4.7,14.1,2004,nsch,National Survey of Children’s Health,Pennsylvania,PA-Pennsylvania,15,1854,0.008025682,0.00404515,3.980532156,12.07083221,0.719467844,2.02916779,0.00903479,0.00416509,4.869700131,13.19988,0.169700131,0.900119996,0.004667936,0.013531024,4.667935993,13.53102393,0.032064007,0.568976073,,,,,,,,,,,,,,,,,,
CT,1604,11.9,7.2,19.7,2008,nsch,National Survey of Children’s Health,Connecticut,CT-Connecticut,19,1585,0.011845387,0.005294598,6.550788685,17.13998438,0.649211315,2.560015618,0.013011687,0.005415353,7.59633389,18.42703962,0.39633389,1.272960385,0.007352774,0.01880456,7.352773607,18.80455995,0.152773607,0.895440048,,,,,,,,,,,,,,,,,,
ID,1498,12.2,7.3,20.6,2008,nsch,National Survey of Children’s Health,Idaho,ID-Idaho,18,1480,0.012016021,0.005517565,6.498456068,17.53358666,0.801543932,3.066413344,0.013264203,0.005650099,7.614104055,18.91430118,0.314104055,1.685698818,0.007355237,0.019320276,7.355237376,19.32027586,0.055237376,1.279724143,,,,,,,,,,,,,,,,,,
IN,1521,20.4,13.2,31.2,2008,nsch,National Survey of Children’s Health,Indiana,IN-Indiana,31,1490,0.020381328,0.007101143,13.28018519,27.48247095,0.080185193,3.717529046,0.021589608,0.007194382,14.3952259,28.78399017,1.195225898,2.416009829,0.014122625,0.029166736,14.12262492,29.16673575,0.922624923,2.033264246,,,,,,,,,,,,,,,,,,
ME,1526,21.7,14.1,33.3,2008,nsch,National Survey of Children’s Health,Maine,ME-Maine,33,1493,0.021625164,0.007297988,14.3271755,28.92315215,0.2271755,4.376847846,0.022826371,0.007387137,15.43923433,30.21350859,1.339234326,3.08649141,0.015165759,0.030593277,15.16575934,30.59327734,1.065759344,2.70672266,,,,,,,,,,,,,,,,,,
MN,1469,19.7,12.4,31,2008,nsch,National Survey of Children’s Health,Minnesota,MN-Minnesota,29,1440,0.019741321,0.007113702,12.62761905,26.8550222,0.22761905,4.144977798,0.020993929,0.007214,13.77992959,28.20792895,1.379929585,2.792071048,0.013499659,0.028606095,13.49965946,28.60609507,1.099659464,2.393904935,,,,,,,,,,,,,,,,,,
NH,1554,11.5,7,18.9,2008,nsch,National Survey of Children’s Health,New Hampshire,NH-New Hampshire,18,1536,0.011583012,0.0053199,6.263112062,16.9029111,0.736887938,1.997088896,0.012787392,0.005448126,7.339266153,18.23551785,0.339266153,0.664482149,0.007089753,0.018626947,7.089752817,18.62694739,0.089752817,0.273052605,,,,,,,,,,,,,,,,,,
NY,1527,7.4,4.3,12.6,2008,nsch,National Survey of Children’s Health,New York,NY-New York,11,1516,0.007203667,0.004241656,2.962010984,11.44532366,1.337989016,1.154676341,0.008440279,0.004413129,4.027150013,12.8534085,0.272849987,0.253408501,0.003793055,0.013270589,3.793054771,13.27058885,0.506945229,0.670588851,,,,,,,,,,,,,,,,,,
OK,1533,12.3,7.1,21.2,2008,nsch,National Survey of Children’s Health,Oklahoma,OK-Oklahoma,19,1514,0.012393999,0.005538276,6.855722673,17.93227472,0.244277327,3.267725282,0.013612809,0.005664038,7.948770643,19.27684758,0.848770643,1.923152424,0.007693898,0.019671748,7.693898361,19.67174818,0.593898361,1.528251824,,,,,,,,,,,,,,,,,,
OR,1530,19.2,11.7,31.4,2008,nsch,National Survey of Children’s Health,Oregon,OR-Oregon,29,1501,0.018954248,0.006832825,12.12142349,25.78707324,0.421423492,5.61292676,0.020159013,0.006929793,13.22922008,27.08880527,1.529220081,4.31119473,0.012960167,0.027471208,12.96016658,27.47120762,1.260166581,3.928792381,,,,,,,,,,,,,,,,,,
RI,1511,10.9,6.4,18.5,2008,nsch,National Survey of Children’s Health,Rhode Island,RI-Rhode Island,16,1495,0.010589014,0.005160978,5.428036202,15.74999159,0.971963798,2.750008406,0.011830102,0.00530174,6.528362367,17.13184221,0.128362367,1.368157788,0.006276158,0.017538595,6.27615848,17.53859481,0.12384152,0.96140519,,,,,,,,,,,,,,,,,,
WA,1453,14.6,8.3,25.4,2008,nsch,National Survey of Children’s Health,Washington,WA-Washington,21,1432,0.014452856,0.006136643,8.316213625,20.58949869,0.016213625,4.810501306,0.015733167,0.006260853,9.472313857,21.99401938,1.172313857,3.405980617,0.009199713,0.022406998,9.199712848,22.40699822,0.899712848,2.993001777,,,,,,,,,,,,,,,,,,
WI,1601,10,6,16.8,2008,nsch,National Survey of Children’s Health,Wisconsin,WI-Wisconsin,16,1585,0.009993754,0.004872319,5.121434869,14.86607294,0.878565131,1.933927061,0.011166667,0.005005836,6.160830706,16.17250236,0.160830706,0.627497639,0.005922838,0.016556513,5.922837941,16.5565127,0.077162059,0.243487296,,,,,,,,,,,,,,,,,,
WY,1476,11.3,6.5,19.5,2008,nsch,National Survey of Children’s Health,Wyoming,WY-Wyoming,17,1459,0.011517615,0.005443405,6.074210006,16.96102035,0.425789994,2.538979654,0.012785646,0.005582262,7.203384559,18.36790796,0.703384559,1.132092044,0.006942822,0.018781985,6.942821817,18.78198458,0.442821817,0.718015422,,,,,,,,,,,,,,,,,,
AK,1550,21.5,12.7,35.9,2012,nsch,National Survey of Children’s Health,Alaska,AK-Alaska,33,1517,0.021290323,0.007186217,14.10410596,28.4765392,1.404105965,7.423460804,0.022473805,0.007274247,15.1995577,29.74805161,2.499557704,6.151948394,0.014930335,0.030121983,14.93033452,30.12198264,2.23033452,5.77801736,,,,,,,,,,,,,,,,,,
AR,1613,22.7,15.5,33.1,2012,nsch,National Survey of Children’s Health,Arkansas,AR-Arkansas,37,1576,0.022938624,0.00730593,15.63269365,30.24455371,0.132693653,2.855446288,0.024072075,0.007384748,16.68732696,31.45682372,1.187326964,1.643176283,0.016425716,0.031813366,16.4257157,31.81336635,0.925715699,1.286633649,,,,,,,,,,,,,,,,,,
AZ,1573,19.3,11.8,31.5,2012,nsch,National Survey of Children’s Health,Arizona,AZ-Arizona,30,1543,0.019071837,0.006759251,12.31258589,25.83108862,0.512585888,5.66891138,0.020243462,0.006851925,13.39153626,27.0953868,1.591536263,4.404613203,0.013128901,0.027466466,13.12890075,27.46646554,1.328900755,4.033534464,,,,,,,,,,,,,,,,,,
CA,1595,19.6,11.3,33.7,2012,nsch,National Survey of Children’s Health,California,CA-California,31,1564,0.019435737,0.006774953,12.66078376,26.21068959,1.360783763,7.489310409,0.020590365,0.00686461,13.725755,27.45497525,2.425754998,6.245024753,0.01346585,0.027820085,13.46584957,27.8200853,2.165849567,5.879914702,,,,,,,,,,,,,,,,,,
CT,1660,12.5,7.4,21.1,2012,nsch,National Survey of Children’s Health,Connecticut,CT-Connecticut,21,1639,0.012650602,0.00537632,7.274282744,18.02692208,0.125717256,3.073077925,0.013775789,0.005486722,8.289066842,19.26251181,0.889066842,1.837488188,0.008050554,0.019624287,8.050553559,19.62428693,0.650553559,1.475713065,,,,,,,,,,,,,,,,,,
DE,1572,23.8,15.6,36,2012,nsch,National Survey of Children’s Health,Delaware,DE-Delaware,37,1535,0.023536896,0.007494184,16.04271204,31.0310793,0.442712044,4.968920696,0.024698379,0.007574624,17.1237553,32.27300247,1.523755301,3.726997534,0.016855291,0.032638775,16.85529108,32.63877485,1.255291079,3.361225154,,,,,,,,,,,,,,,,,,
FL,1590,17.9,10.8,29.4,2012,nsch,National Survey of Children’s Health,Florida,FL-Florida,28,1562,0.017610063,0.006465051,11.14501219,24.07511359,0.345012194,5.324886408,0.018772714,0.00656109,12.21162393,25.33380349,1.411623933,4.066196507,0.011953762,0.02570285,11.95376243,25.70284968,1.153762433,3.697150316,,,,,,,,,,,,,,,,,,
IA,1591,17.2,10.1,29,2012,nsch,National Survey of Children’s Health,Iowa,IA-Iowa,27,1564,0.016970459,0.006346629,10.62383033,23.31708734,0.523830326,5.682912664,0.018133921,0.006444868,11.68905372,24.57878877,1.589053722,4.421211234,0.011432409,0.024948632,11.43240889,24.94863162,1.33240889,4.051368381,,,,,,,,,,,,,,,,,,
ID,1584,20.1,12.3,32.9,2012,nsch,National Survey of Children’s Health,Idaho,ID-Idaho,32,1552,0.02020202,0.006928451,13.27356884,27.13047157,0.973568837,5.769528433,0.021362794,0.007016744,14.34604947,28.37953781,2.046049465,4.520462195,0.014083461,0.028746314,14.08346109,28.74631419,1.783461085,4.153685813,,,,,,,,,,,,,,,,,,
