"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor"
"MD",9577,18.2,15.7,21,2012,"addm","Autism & Developmental Disabilities Monitoring Network","Maryland","MD-Maryland",174,9403,0.018168529,15.63193757,21.09902288,29.4,25,34.6,6.2,4.3,9,18.5,15.1,22.7,18.6,14.4,24,12.2,6.1,24.4,10.1,4.8,21.1,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2012"
"MO",25870,11.6,10.4,13,2012,"addm","Autism & Developmental Disabilities Monitoring Network","Missouri","MO-Missouri",300,25570,0.011596444,10.34418175,12.99587621,18.9,16.7,21.4,3.8,2.8,5,12,10.5,13.8,9,7,11.7,8.1,4.2,15.6,NA,NA,NA,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2012"
"NJ",32581,24.6,23,26.4,2012,"addm","Autism & Developmental Disabilities Monitoring Network","New Jersey","NJ-New Jersey",801,31780,0.024584881,22.94376838,26.33910986,39.1,36.2,42.2,9.3,7.9,10.9,26.6,24,29.5,23.7,20.3,27.5,17.6,15.1,20.4,21.9,16,30,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Very High","2012"
"NC",38913,16.8,15.6,18.1,2012,"addm","Autism & Developmental Disabilities Monitoring Network","North Carolina","NC-North Carolina",654,38259,0.016806723,15.56401461,18.14578118,27.5,25.3,29.9,6,5,7.2,18.9,17.1,20.8,15.5,13.2,18.2,9.1,7,11.7,18.4,13.2,25.6,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2012"
"SC",24356,12.4,11.1,13.9,2012,"addm","Autism & Developmental Disabilities Monitoring Network","South Carolina","SC-South Carolina",302,24054,0.012399409,11.06514571,13.88972554,19.9,17.6,22.5,4.6,3.5,6,12.7,10.8,14.8,10.6,8.7,12.9,6.6,3.8,11.4,NA,NA,NA,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2012"
"UT",24945,17.3,15.7,19,2012,"addm","Autism & Developmental Disabilities Monitoring Network","Utah","UT-Utah",432,24513,0.0173181,15.7528443,19.03383404,27.7,24.9,30.7,6.4,5.1,8,17.7,15.8,19.7,12.3,5.9,25.8,13.2,10.3,16.9,5.2,2.3,11.6,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2012"
"WI",35556,10.8,9.8,11.9,2012,"addm","Autism & Developmental Disabilities Monitoring Network","Wisconsin","WI-Wisconsin",384,35172,0.010799865,9.763758731,11.94304762,17.2,15.4,19.2,4.1,3.2,5.2,12,10.6,13.5,5.8,4.2,8,7.4,5.5,10,3.6,1.5,8.6,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2012"
"AZ",24952,14,12.6,15.5,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Arizona","AZ-Arizona",349,24603,0.013986855,12.58372707,15.54166148,21.1,18.7,23.8,6.6,5.3,8.2,16.2,14.1,18.6,19.5,13.3,28.6,10.3,8.5,12.5,10.3,5.5,19.1,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2014"
"AR",39992,13.1,12,14.2,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Arkansas","AR-Arkansas",524,39468,0.013102621,12.02198991,14.27782893,20.5,18.6,22.5,5.4,4.5,6.5,13.9,12.6,15.5,10.4,8.3,12.9,8.4,6.2,11.3,14.2,8.1,25.1,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2014"
"CO",41128,13.9,12.8,15.1,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Colorado","CO-Colorado",572,40556,0.0139078,12.80887831,15.09849221,21.8,19.9,23.9,5.5,4.6,6.7,15,13.5,16.7,11.4,8,16.2,10.6,9,12.5,7.9,4.8,12.9,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2014"
"GA",51161,17,15.9,18.1,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Georgia","GA-Georgia",870,50291,0.017005141,15.91107734,18.17236281,27.9,25.9,30,5.7,4.8,6.7,17.9,16,20.2,17.1,15.4,18.9,12.6,10.6,15,11.9,8.9,16.1,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2014"
"MD",9955,20,17.4,22.9,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Maryland","MD-Maryland",199,9756,0.019989955,17.37311442,22.98385519,32.7,28.1,38.2,7.2,5.2,10,19.5,16,23.8,16.5,12.7,21.4,15.7,9.1,27,13.9,7.5,25.8,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Very High","2014"
"MN",9767,24,21.1,27.2,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Minnesota","MN-Minnesota",234,9533,0.023958227,21.05949525,27.23758021,39,33.8,44.9,8.5,6.3,11.6,24.3,19.8,29.8,27.2,21.7,34.2,20.9,14.7,29.7,17.8,12.3,25.7,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Very High","2014"
"MO",25333,14.1,12.7,15.6,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Missouri","MO-Missouri",357,24976,0.014092291,12.69398113,15.63994337,22.2,19.8,25,5.6,4.4,7,14.1,12.4,16,10.8,8.6,13.6,4.9,2.2,10.9,10.7,5.8,20,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2014"
"NJ",32935,29.3,27.5,31.1,2014,"addm","Autism & Developmental Disabilities Monitoring Network","New Jersey","NJ-New Jersey",965,31970,0.029300137,27.51822514,31.19275256,45.5,42.4,48.9,12.3,10.7,14.1,30.2,27.4,33.3,26.8,23.3,30.9,29.3,26.2,32.9,19.2,13.9,26.6,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Very High","2014"
"NC",30283,17.4,16,18.9,2014,"addm","Autism & Developmental Disabilities Monitoring Network","North Carolina","NC-North Carolina",527,29756,0.017402503,15.97391746,18.95488117,28,25.5,30.8,6.5,5.3,7.9,18.6,16.5,20.9,16.1,13.5,19.2,11.9,9.3,15.2,19.1,13.7,26.8,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2014"
"TN",24940,15.5,14.1,17.1,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Tennessee","TN-Tennessee",387,24553,0.015517241,14.03713757,17.1485179,25.3,22.6,28.2,5.4,4.2,6.9,16.1,14.3,18.2,12.5,9.7,16,10.5,7.6,14.7,12.5,6.7,23.3,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2014"
"WI",35037,14.1,12.9,15.4,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Wisconsin","WI-Wisconsin",494,34543,0.014099381,12.90338536,15.40314292,21.4,19.4,23.7,6.4,5.3,7.7,15.2,13.6,17,11.3,8.9,14.2,12.5,10,15.6,10.2,6.1,16.9,"ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High","2014"
"MA",1756,7.9,4.5,14,2004,"nsch","National Survey of Children's Health","Massachusetts","MA-Massachusetts",14,1742,0.007972665,4.542688303,13.69290604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Medium","2004"
"NV",1705,7.2,4.2,12.3,2004,"nsch","National Survey of Children's Health","Nevada","NV-Nevada",12,1693,0.007038123,3.817658275,12.63253375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Medium","2004"
"OR",1648,10.1,6,17.1,2004,"nsch","National Survey of Children's Health","Oregon","OR-Oregon",17,1631,0.010315534,6.21714504,16.82929379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2004"
"PA",1869,8.1,4.7,14.1,2004,"nsch","National Survey of Children's Health","Pennsylvania","PA-Pennsylvania",15,1854,0.008025682,4.667935993,13.53102393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Medium","2004"
"CT",1604,11.9,7.2,19.7,2008,"nsch","National Survey of Children's Health","Connecticut","CT-Connecticut",19,1585,0.011845387,7.352773607,18.80455995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"ID",1498,12.2,7.3,20.6,2008,"nsch","National Survey of Children's Health","Idaho","ID-Idaho",18,1480,0.012016021,7.355237376,19.32027586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"IN",1521,20.4,13.2,31.2,2008,"nsch","National Survey of Children's Health","Indiana","IN-Indiana",31,1490,0.020381328,14.12262492,29.16673575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2008"
"ME",1526,21.7,14.1,33.3,2008,"nsch","National Survey of Children's Health","Maine","ME-Maine",33,1493,0.021625164,15.16575934,30.59327734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2008"
"MN",1469,19.7,12.4,31,2008,"nsch","National Survey of Children's Health","Minnesota","MN-Minnesota",29,1440,0.019741321,13.49965946,28.60609507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"NH",1554,11.5,7,18.9,2008,"nsch","National Survey of Children's Health","New Hampshire","NH-New Hampshire",18,1536,0.011583012,7.089752817,18.62694739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"NY",1527,7.4,4.3,12.6,2008,"nsch","National Survey of Children's Health","New York","NY-New York",11,1516,0.007203667,3.793054771,13.27058885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Medium","2008"
"OK",1533,12.3,7.1,21.2,2008,"nsch","National Survey of Children's Health","Oklahoma","OK-Oklahoma",19,1514,0.012393999,7.693898361,19.67174818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"OR",1530,19.2,11.7,31.4,2008,"nsch","National Survey of Children's Health","Oregon","OR-Oregon",29,1501,0.018954248,12.96016658,27.47120762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"RI",1511,10.9,6.4,18.5,2008,"nsch","National Survey of Children's Health","Rhode Island","RI-Rhode Island",16,1495,0.010589014,6.27615848,17.53859481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"WA",1453,14.6,8.3,25.4,2008,"nsch","National Survey of Children's Health","Washington","WA-Washington",21,1432,0.014452856,9.199712848,22.40699822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"WI",1601,10,6,16.8,2008,"nsch","National Survey of Children's Health","Wisconsin","WI-Wisconsin",16,1585,0.009993754,5.922837941,16.5565127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"WY",1476,11.3,6.5,19.5,2008,"nsch","National Survey of Children's Health","Wyoming","WY-Wyoming",17,1459,0.011517615,6.942821817,18.78198458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2008"
"AK",1550,21.5,12.7,35.9,2012,"nsch","National Survey of Children's Health","Alaska","AK-Alaska",33,1517,0.021290323,14.93033452,30.12198264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"AR",1613,22.7,15.5,33.1,2012,"nsch","National Survey of Children's Health","Arkansas","AR-Arkansas",37,1576,0.022938624,16.4257157,31.81336635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"AZ",1573,19.3,11.8,31.5,2012,"nsch","National Survey of Children's Health","Arizona","AZ-Arizona",30,1543,0.019071837,13.12890075,27.46646554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"CA",1595,19.6,11.3,33.7,2012,"nsch","National Survey of Children's Health","California","CA-California",31,1564,0.019435737,13.46584957,27.8200853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"CT",1660,12.5,7.4,21.1,2012,"nsch","National Survey of Children's Health","Connecticut","CT-Connecticut",21,1639,0.012650602,8.050553559,19.62428693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"DE",1572,23.8,15.6,36,2012,"nsch","National Survey of Children's Health","Delaware","DE-Delaware",37,1535,0.023536896,16.85529108,32.63877485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"FL",1590,17.9,10.8,29.4,2012,"nsch","National Survey of Children's Health","Florida","FL-Florida",28,1562,0.017610063,11.95376243,25.70284968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"IA",1591,17.2,10.1,29,2012,"nsch","National Survey of Children's Health","Iowa","IA-Iowa",27,1564,0.016970459,11.43240889,24.94863162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"ID",1584,20.1,12.3,32.9,2012,"nsch","National Survey of Children's Health","Idaho","ID-Idaho",32,1552,0.02020202,14.08346109,28.74631419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"IL",1765,21,13.1,33.5,2012,"nsch","National Survey of Children's Health","Illinois","IL-Illinois",37,1728,0.020963173,15.00771423,29.08636295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"IN",1566,17.3,10.5,28.5,2012,"nsch","National Survey of Children's Health","Indiana","IN-Indiana",27,1539,0.017241379,11.61531831,25.34504743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"KS",1582,9.7,5.5,17,2012,"nsch","National Survey of Children's Health","Kansas","KS-Kansas",15,1567,0.009481669,5.515942788,15.97625378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Medium","2012"
"KY",1592,20.7,12.7,33.4,2012,"nsch","National Survey of Children's Health","Kentucky","KY-Kentucky",33,1559,0.020728643,14.53546392,29.33123935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"LA",1581,22.1,13,37.1,2012,"nsch","National Survey of Children's Health","Louisiana","LA-Louisiana",35,1546,0.022137887,15.69493047,30.99703199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"MA",1570,23.2,14.4,37.1,2012,"nsch","National Survey of Children's Health","Massachusetts","MA-Massachusetts",36,1534,0.022929936,16.34026973,31.94732049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"MD",1798,13,7.9,21.2,2012,"nsch","National Survey of Children's Health","Maryland","MD-Maryland",23,1775,0.012791991,8.31627365,19.45407196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"ME",1570,20.9,13.9,31.2,2012,"nsch","National Survey of Children's Health","Maine","ME-Maine",33,1537,0.021019108,14.73965935,29.74018841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"MI",1581,15.3,8.6,27,2012,"nsch","National Survey of Children's Health","Michigan","MI-Michigan",24,1557,0.015180266,9.967378945,22.8643397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"MN",1544,29.1,18.6,45.3,2012,"nsch","National Survey of Children's Health","Minnesota","MN-Minnesota",45,1499,0.029145078,21.5742735,39.1422631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"MO",1602,21.1,13.8,32.1,2012,"nsch","National Survey of Children's Health","Missouri","MO-Missouri",34,1568,0.021223471,14.96580419,29.87164365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"MT",1564,25.3,16.4,39,2012,"nsch","National Survey of Children's Health","Montana","MT-Montana",40,1524,0.025575448,18.56587878,35.00369582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"NC",1558,25.6,15.5,41.8,2012,"nsch","National Survey of Children's Health","North Carolina","NC-North Carolina",40,1518,0.025673941,18.63758555,35.13776803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"NE",1570,12.5,8.2,19,2012,"nsch","National Survey of Children's Health","Nebraska","NE-Nebraska",20,1550,0.012738854,8.010861878,19.97883906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"NH",1688,18.1,10.8,30,2012,"nsch","National Survey of Children's Health","New Hampshire","NH-New Hampshire",31,1657,0.018364929,12.72228729,26.29434137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"NJ",1576,27.3,17.1,43.2,2012,"nsch","National Survey of Children's Health","New Jersey","NJ-New Jersey",43,1533,0.027284264,20.04712417,36.90992211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"NY",1654,18.9,12.7,27.9,2012,"nsch","National Survey of Children's Health","New York","NY-New York",31,1623,0.018742443,12.98440813,26.83233607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"OH",1634,22,14.5,33.2,2012,"nsch","National Survey of Children's Health","Ohio","OH-Ohio",36,1598,0.022031824,15.69861065,30.70223858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"OK",1563,19.8,12.1,32.4,2012,"nsch","National Survey of Children's Health","Oklahoma","OK-Oklahoma",31,1532,0.019833653,13.74221017,28.38685002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"OR",1592,30.9,20.5,46.2,2012,"nsch","National Survey of Children's Health","Oregon","OR-Oregon",49,1543,0.030778894,23.08758843,40.81198012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"PA",1594,23,14.8,35.7,2012,"nsch","National Survey of Children's Health","Pennsylvania","PA-Pennsylvania",37,1557,0.023212045,16.62203224,32.19062079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"RI",1624,17.7,11.7,26.6,2012,"nsch","National Survey of Children's Health","Rhode Island","RI-Rhode Island",29,1595,0.017857143,12.20834098,25.88850191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"SC",1682,11.8,7.5,18.5,2012,"nsch","National Survey of Children's Health","South Carolina","SC-South Carolina",20,1662,0.011890606,7.476570417,18.65378177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"SD",1513,17.2,10.7,27.5,2012,"nsch","National Survey of Children's Health","South Dakota","SD-South Dakota",26,1487,0.017184402,11.48502201,25.45044374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"TN",1579,16.6,9.4,29.2,2012,"nsch","National Survey of Children's Health","Tennessee","TN-Tennessee",26,1553,0.016466118,11.00394962,24.39154376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"UT",1551,12.6,7.9,20,2012,"nsch","National Survey of Children's Health","Utah","UT-Utah",20,1531,0.012894907,8.109169671,20.22252943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"VA",1590,12.6,7.5,20.8,2012,"nsch","National Survey of Children's Health","Virginia","VA-Virginia",20,1570,0.012578616,7.909922613,19.72858829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"VT",1601,20.9,13.2,32.8,2012,"nsch","National Survey of Children's Health","Vermont","VT-Vermont",33,1568,0.020612117,14.45355092,29.16716535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"WA",1604,21.8,13.7,34.7,2012,"nsch","National Survey of Children's Health","Washington","WA-Washington",35,1569,0.021820449,15.46929941,30.55478924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"WI",1584,12.6,7.3,21.8,2012,"nsch","National Survey of Children's Health","Wisconsin","WI-Wisconsin",20,1564,0.012626263,7.939936286,19.80300278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
"WV",1539,26.7,18.5,38.6,2012,"nsch","National Survey of Children's Health","West Virginia","WV-West Virginia",41,1498,0.026640676,19.42120474,36.31140964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","Very High","2012"
"WY",1565,19.6,12.7,30.3,2012,"nsch","National Survey of Children's Health","Wyoming","WY-Wyoming",31,1534,0.019808307,13.72460572,28.35075155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCH","NSCH National Survey of Children's Health","High","High","2012"
