"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","State_Region","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor","R10_Denominator","RMD_Year","RMD_R10_Denominator"
"MO",463143,3.6,3.4,3.8,2003,"medi","Medicaid","Missouri","MO-Missouri",1667,461476,0.00359932,3.429863664,3.777063007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","Low","Low",2003,5.66571510445703,-0.674490759476595,0.196445918390829
"VT",51239,9.9,9.1,10.8,2005,"medi","Medicaid","Vermont","VT-Vermont",507,50732,0.009894807,9.064431041,10.79950044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","Medium",2005,4.70960064529748,-0.337245379738298,-1.40156707780772
"FL",2454956,9.3,9.2,9.4,2013,"sped","Special Education Child Count","Florida","FL-Florida",22831,2432125,0.009299963,9.180455174,9.421009128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2013,6.39004371269995,1.01173613921489,1.4070609429853
"ND",23922,10.6,9.4,12,2006,"medi","Medicaid","North Dakota","ND-North Dakota",254,23668,0.010617841,9.375687723,12.01966635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","High","High",2006,4.37879748604604,-0.168622689869149,-1.95445877670746
"NM",296700,1.9,1.7,2,2006,"sped","Special Education Child Count","New Mexico","NM-New Mexico",564,296136,0.00190091,1.748879735,2.065976739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2006,5.47231754631684,-0.168622689869149,-0.12679133461835
"MA",883908,2.8,2.7,2.9,2001,"sped","Special Education Child Count","Massachusetts","MA-Massachusetts",2475,881433,0.002800065,2.691491519,2.912982636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","Low","Low",2001,5.94640706459272,-1.01173613921489,0.665583683151292
"RI",76748,9.4,8.7,10.1,2005,"medi","Medicaid","Rhode Island","RI-Rhode Island",721,76027,0.009394382,8.72973754,10.10860415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","Medium",2005,4.88506706688172,-0.337245379738298,-1.10829923795668
"IN",1192,37,24.9,54.8,2016,"nsch","National Survey of Children's Health","Indiana","IN-Indiana",44,1148,0.036912752,27.25059703,49.66539834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","NSCH","NSCH National Survey of Children's Health","High","Very High",2016,3.07627625540422,1.51760420882234,-4.13144275017418
"PA",1680063,1.9,1.9,2,2000,"sped","Special Education Child Count","Pennsylvania","PA-Pennsylvania",3192,1676871,0.001899929,1.83491766,1.967227942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","Low","Low",2000,6.22532556746358,-1.18035882908404,1.13175735953274
"AL",321738,21.3,20.8,21.8,2007,"medi","Medicaid","Alabama","AL-Alabama",6853,314885,0.02129994,20.80519216,21.80615379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","High","Very High",2007,5.50750235781117,0,-0.067984791637964
"NE",280444,10.8,10.4,11.2,2016,"sped","Special Education Child Count","Nebraska","NE-Nebraska",3029,277415,0.01080073,10.42306879,11.1918559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","High",2016,5.44784615286839,1.51760420882234,-0.1676918820278
"WY",33195,6.3,5.5,7.2,2008,"medi","Medicaid","Wyoming","WY-Wyoming",209,32986,0.006296129,5.486440986,7.222088304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","Medium",2008,4.52107267298294,0.168622689869149,-1.71666549203985
"RI",79721,19.2,18.3,20.2,2011,"medi","Medicaid","Rhode Island","RI-Rhode Island",1531,78190,0.019204476,18.26857319,20.18701622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","High",2011,4.90157273774242,0.674490759476595,-1.08071229342959
"SD",56222,3.1,2.6,3.6,2005,"medi","Medicaid","South Dakota","SD-South Dakota",174,56048,0.003094874,2.660211059,3.598747328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","Low","Low",2005,4.7499062908181,-0.337245379738298,-1.33420176945463
"IA",435498,2.6,2.5,2.8,2004,"sped","Special Education Child Count","Iowa","IA-Iowa",1132,434366,0.002599323,2.451309022,2.756178625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2004,5.63898616487535,-0.505868069607446,0.151772195054732
"FL",2394178,2.7,2.6,2.8,2004,"sped","Special Education Child Count","Florida","FL-Florida",6464,2387714,0.002699883,2.634740888,2.766625614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2004,6.37915643577132,-0.505868069607446,1.38886436635321
"IN",539224,8.9,8.6,9.1,2012,"medi","Medicaid","Indiana","IN-Indiana",4799,534425,0.008899826,8.651711026,9.154964884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2012,5.73176921371199,0.843113449345744,0.306846220394969
"ME",88494,16.9,16,17.7,2004,"medi","Medicaid","Maine","ME-Maine",1496,86998,0.016905101,16.07094831,17.78147217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","High",2004,4.946913826006,-0.505868069607446,-1.0049309394161
"HI",168103,4.1,3.8,4.4,2004,"sped","Special Education Child Count","Hawaii","HI-Hawaii",689,167414,0.004098678,3.801523897,4.418715834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","Low","Low",2004,5.22557546401544,-0.505868069607446,-0.539186577101485
"MT",141117,1.3,1.2,1.6,2001,"sped","Special Education Child Count","Montana","MT-Montana",183,140934,0.001296796,1.118832479,1.502421527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2001,5.14957933523889,-1.01173613921489,-0.666203588801583
"DC",58956,9.8,9,10.6,2013,"sped","Special Education Child Count","District of Columbia","DC-District of Columbia",578,58378,0.009803922,9.031779659,10.64062034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2013,4.77052801018245,1.01173613921489,-1.2997354194978
"IN",953059,11.2,11,11.4,2011,"sped","Special Education Child Count","Indiana","IN-Indiana",10674,942385,0.011199726,10.98989398,11.41350888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","High",2011,5.97911978687264,0.674490759476595,0.720258471136704
"WI",35556,10.8,9.8,11.9,2012,"addm","Autism & Developmental Disabilities Monitoring Network","Wisconsin","WI-Wisconsin",384,35172,0.010799865,9.763758731,11.94304762,17.2,15.4,19.2,4.1,3.2,5.2,12,10.6,13.5,5.8,4.2,8,7.4,5.5,10,3.6,1.5,8.6,"D3 East North Central","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High",2012,4.55091289752768,0.843113449345744,-1.66679168647698
"LA",601345,3.4,3.2,3.5,2007,"sped","Special Education Child Count","Louisiana","LA-Louisiana",2045,599300,0.00340071,3.255894926,3.55190569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","Low","Low",2007,5.77912370429525,0,0.385992697739246
"IL",1867169,7.3,7.1,7.4,2010,"sped","Special Education Child Count","Illinois","IL-Illinois",13630,1853539,0.007299821,7.178463678,7.423210659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","Medium",2010,6.27118362831103,0.505868069607446,1.20840276167331
"MS",442501,2.8,2.7,3,2008,"sped","Special Education Child Count","Mississippi","MS-Mississippi",1239,441262,0.002799994,2.647462225,2.961220301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2008,5.64591425648919,0.168622689869149,0.163351541368043
"RI",131682,11.3,10.7,11.9,2010,"sped","Special Education Child Count","Rhode Island","RI-Rhode Island",1488,130194,0.01129995,10.73944025,11.8891612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","High",2010,5.11952641402834,0.505868069607446,-0.716432887405021
"RI",129627,13.4,12.8,14.1,2012,"sped","Special Education Child Count","Rhode Island","RI-Rhode Island",1737,127890,0.013399986,12.78455473,14.04443482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","High",2012,5.11269547012815,0.843113449345744,-0.727849864759798
"WV",248988,3.4,3.2,3.6,2007,"sped","Special Education Child Count","West Virginia","WV-West Virginia",847,248141,0.00340177,3.178661748,3.640336538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2007,5.39617841673684,0,-0.254047352370706
"IL",1831161,9.8,9.7,10,2014,"sped","Special Education Child Count","Illinois","IL-Illinois",17945,1813216,0.009799794,9.657870125,9.943777883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","Medium",2014,6.26272653017699,1.18035882908404,1.19426789256966
"NC",1351217,6.7,6.5,6.8,2009,"sped","Special Education Child Count","North Carolina","NC-North Carolina",9053,1342164,0.006699886,6.563365664,6.839218945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2009,6.13072510056513,0.337245379738298,0.973645771425341
"NE",258903,2,1.9,2.2,2003,"sped","Special Education Child Count","Nebraska","NE-Nebraska",518,258385,0.002000749,1.834008817,2.18243332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2003,5.41313708278673,-0.674490759476595,-0.225703289077542
"MO",1249,27.4,17.3,43.1,2016,"nsch","National Survey of Children's Health","Missouri","MO-Missouri",34,1215,0.027221777,19.20925502,38.26034477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","NSCH","NSCH National Survey of Children's Health","High","Very High",2016,3.09656243837414,1.51760420882234,-4.09753720286378
"CT",517649,3.2,3.1,3.4,2002,"sped","Special Education Child Count","Connecticut","CT-Connecticut",1656,515993,0.003199079,3.047947132,3.357630414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","Low","Low",2002,5.71403537937315,-0.843113449345744,0.277206570586918
"WY",1565,19.6,12.7,30.3,2012,"nsch","National Survey of Children's Health","Wyoming","WY-Wyoming",31,1534,0.019808307,13.72460572,28.35075155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","NSCH","NSCH National Survey of Children's Health","High","High",2012,3.19451434188247,0.843113449345744,-3.93382415228792
"KS",1582,9.7,5.5,17,2012,"nsch","National Survey of Children's Health","Kansas","KS-Kansas",15,1567,0.009481669,5.515942788,15.97625378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","NSCH","NSCH National Survey of Children's Health","High","Medium",2012,3.19920647916166,0.843113449345744,-3.92598189419815
"TN",843716,2.3,2.2,2.4,2004,"sped","Special Education Child Count","Tennessee","TN-Tennessee",1941,841775,0.002300537,2.199972092,2.405660524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2004,5.92619628502735,-0.505868069607446,0.631804162196068
"RI",74866,17.9,17,18.9,2009,"medi","Medicaid","Rhode Island","RI-Rhode Island",1340,73526,0.017898646,16.96686283,18.88024789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","High",2009,4.87428462991802,0.337245379738298,-1.12632058909683
"SC",23769,11.1,9.9,12.5,2008,"addm","Autism & Developmental Disabilities Monitoring Network","South Carolina","SC-South Carolina",264,23505,0.011106904,9.831548728,12.54274991,18.3,16.1,20.9,3.5,2.6,4.8,10.2,8.6,12.2,9.9,8.1,12.1,7,3.6,13.5,NA,NA,NA,"D5 South Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High",2008,4.37601091064625,0.168622689869149,-1.9591161518377
"VT",74108,12.1,11.3,12.9,2016,"sped","Special Education Child Count","Vermont","VT-Vermont",897,73211,0.012103956,11.33503984,12.92388463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","High",2016,4.86986509284193,1.51760420882234,-1.13370723367384
"MS",306190,5.2,5,5.5,2011,"medi","Medicaid","Mississippi","MS-Mississippi",1592,304598,0.005199386,4.94918679,5.462080156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","High","Medium",2011,5.48599100277068,0.674490759476595,-0.103938044505585
"MS",442463,1.9,1.8,2,2006,"sped","Special Education Child Count","Mississippi","MS-Mississippi",841,441622,0.001900724,1.775545893,2.034626932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2006,5.64587695962667,-0.168622689869149,0.163289204824067
"KY",324260,4.7,4.5,5,2006,"medi","Medicaid","Kentucky","KY-Kentucky",1524,322736,0.004699932,4.468814954,4.942861547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","Low","Low",2006,5.51089337836553,-0.168622689869149,-0.0623171700845757
"AR",218750,5.1,4.8,5.4,2001,"medi","Medicaid","Arkansas","AR-Arkansas",1116,217634,0.005101714,4.809508996,5.411434057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","High","Medium",2001,5.33994806169435,-1.01173613921489,-0.348028608775653
"TN",896643,8.7,8.5,8.9,2015,"sped","Special Education Child Count","Tennessee","TN-Tennessee",7801,888842,0.00870023,8.509548483,8.895132699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","High","Medium",2015,5.95261956234031,1.34898151895319,0.675967013352392
"KY",1592,20.7,12.7,33.4,2012,"nsch","National Survey of Children's Health","Kentucky","KY-Kentucky",33,1559,0.020728643,14.53546392,29.33123935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","NSCH","NSCH National Survey of Children's Health","High","Very High",2012,3.20194306340165,0.843113449345744,-3.92140807237294
"WV",122080,4.2,3.9,4.6,2000,"medi","Medicaid","West Virginia","WV-West Virginia",513,121567,0.004202163,3.850646774,4.585231392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2000,5.0866445206108,-1.18035882908404,-0.771390421534379
"MI",1560463,3.7,3.6,3.8,2003,"sped","Special Education Child Count","Michigan","MI-Michigan",5774,1554689,0.003700184,3.605817762,3.797001686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","Low","Low",2003,6.19325347560543,-0.674490759476595,1.07815329663671
"OH",680239,2.5,2.3,2.6,2001,"medi","Medicaid","Ohio","OH-Ohio",1701,678538,0.002500592,2.383965844,2.622871298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","Low","Low",2001,5.832661527625,-1.01173613921489,0.475473760021611
"CA",2406609,1,1,1.1,2000,"medi","Medicaid","California","CA-California",2407,2404202,0.001000162,0.960811565,1.041114676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2000,6.38140553650018,-1.18035882908404,1.39262342695525
"MI",755584,6.7,6.5,6.9,2006,"medi","Medicaid","Michigan","MI-Michigan",5062,750522,0.006699454,6.517356293,6.886585032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2006,5.87828275286906,-0.168622689869149,0.551723324228177
"TN",826056,1.5,1.4,1.6,2002,"sped","Special Education Child Count","Tennessee","TN-Tennessee",1239,824817,0.001499898,1.418141814,1.586324814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2002,5.91700949001602,-0.843113449345744,0.616449705749075
"SD",118489,1.7,1.5,2,2000,"sped","Special Education Child Count","South Dakota","SD-South Dakota",201,118288,0.00169636,1.473718354,1.951891464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2000,5.07367803421918,-1.18035882908404,-0.793062109029898
"NC",537981,3.9,3.7,4.1,2003,"medi","Medicaid","North Carolina","NC-North Carolina",2098,535883,0.003899766,3.735815193,4.070841055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2003,5.73076693785809,-0.674490759476595,0.305171055016002
"MO",28049,7.3,6.4,8.4,2002,"addm","Autism & Developmental Disabilities Monitoring Network","Missouri","MO-Missouri",205,27844,0.007308638,6.360458875,8.39416028,11.3,9.7,13.2,3.1,2.3,4.3,7.7,6.5,9,4.7,3.4,6.5,1.8,0.3,13,7.1,2.7,19,"D4 West North Central","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2002,4.44791738244696,-0.843113449345744,-1.83893443578111
"WA",469683,2.3,2.1,2.4,2006,"medi","Medicaid","Washington","WA-Washington",1080,468603,0.002299423,2.165421588,2.441629263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2006,5.67180484134185,-0.168622689869149,0.206624070799407
"CO",669550,0.8,0.7,0.8,2001,"sped","Special Education Child Count","Colorado","CO-Colorado",536,669014,0.000800538,0.734881789,0.871984802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2001,5.82578301437757,-1.01173613921489,0.463977277086316
"NV",401059,8.2,7.9,8.5,2011,"sped","Special Education Child Count","Nevada","NV-Nevada",3289,397770,0.008200788,7.925119605,8.485920394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","High","Medium",2011,5.60320826660922,0.674490759476595,0.0919743896160434
"ID",268654,9.1,8.7,9.4,2015,"sped","Special Education Child Count","Idaho","ID-Idaho",2445,266209,0.009100925,8.746959176,9.469002717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","High","Medium",2015,5.42919331118052,1.34898151895319,-0.198867525432934
"WV",244197,6.7,6.4,7.1,2014,"sped","Special Education Child Count","West Virginia","WV-West Virginia",1636,242561,0.006699509,6.381631323,7.033004828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2014,5.38774032426305,1.18035882908404,-0.26815045614355
"DE",113174,5.1,4.7,5.6,2007,"sped","Special Education Child Count","Delaware","DE-Delaware",577,112597,0.005098344,4.695635701,5.535005691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2007,5.05374666577917,0,-0.826374632958416
"CA",5689474,12.9,12.8,13,2015,"sped","Special Education Child Count","California","CA-California",73394,5616080,0.012899962,12.80748018,12.99310277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","High",2015,6.75507211710563,1.34898151895319,2.017155402528
"DE",116509,6.2,5.8,6.7,2009,"sped","Special Education Child Count","Delaware","DE-Delaware",722,115787,0.006196946,5.758187185,6.668576662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2009,5.06635947471283,0.337245379738298,-0.805294068386395
"NY",2422245,13,12.9,13.2,2016,"sped","Special Education Child Count","New York","NY-New York",31489,2390756,0.012999924,12.8578399,13.14355425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","High","High",2016,6.38421806810795,1.51760420882234,1.3973241842949
"MD",404787,5.7,5.5,5.9,2010,"medi","Medicaid","Maryland","MD-Maryland",2307,402480,0.005699294,5.4708262,5.937192979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2010,5.60722655640357,0.505868069607446,0.0986904048926081
"SC",628106,1.9,1.8,2,2003,"sped","Special Education Child Count","South Carolina","SC-South Carolina",1193,626913,0.001899361,1.793914093,2.010945473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2003,5.79803294203398,-0.674490759476595,0.417596871659243
"HI",165143,7.8,7.4,8.3,2015,"sped","Special Education Child Count","Hawaii","HI-Hawaii",1288,163855,0.007799301,7.383381566,8.238282231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2015,5.21786016975736,1.34898151895319,-0.552081623689047
"WI",755792,10.1,9.9,10.3,2011,"sped","Special Education Child Count","Wisconsin","WI-Wisconsin",7633,748159,0.01009934,9.875743741,10.32792988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","High",2011,5.87840229063175,0.674490759476595,0.551923115054968
"NC",30283,17.4,16,18.9,2014,"addm","Autism & Developmental Disabilities Monitoring Network","North Carolina","NC-North Carolina",527,29756,0.017402503,15.97391746,18.95488117,28,25.5,30.8,6.5,5.3,7.9,18.6,16.5,20.9,16.1,13.5,19.2,11.9,9.3,15.2,19.1,13.7,26.8,"D5 South Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High",2014,4.48119889655156,1.18035882908404,-1.78330899097917
"KY",393564,11.6,11.3,12,2012,"medi","Medicaid","Kentucky","KY-Kentucky",4565,388999,0.01159913,11.26809429,11.93973609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","High","High",2012,5.59501536588636,0.843113449345744,0.078281089921357
